Frame,Leader_X,Leader_Y,Leader_Dir_X,Leader_Dir_Y,Leader_speed,Follower1_X,Follower1_Y,Follower1_target_x,Follower1_target_y,Follower1_speed
0,-0.90406775,0.24909881,-0.9640743593666147,0.2656325085750077,0.8740965861562491,-1.7399385,2.2478108,1.5684159,-4.1040635,2.215846
0,-1.8081355,0.49819762,-0.9640743593666147,0.2656325085750077,0.8740965861562491,-1.4535367,1.8115628,0.6643481,-3.8549647,0.5218605
1,-2.7122033,0.74729645,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-1.2283094,1.3773358,-0.23971963,-3.605866,0.489163
2,-3.616271,0.9963953,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-1.1088575,0.9661455,-1.1437874,-3.356767,0.42818943
3,-4.5203385,1.2454941,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-1.1131963,0.54983073,-2.047855,-3.1076682,0.4163374
4,-5.424406,1.4945929,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-1.5471056,0.06575462,-2.9519224,-2.8585694,0.65008223
5,-6.3284736,1.7436917,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-2.7646632,-0.38844752,-3.85599,-2.6094706,1.2995176
6,-7.232541,1.9927905,-0.9640743593666147,0.26563250857500775,0.8740965861562491,-4.2905207,-0.5688812,-4.7600574,-2.3603718,1.5364885
7,-8.136609,2.2418892,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-5.7913837,-0.42465946,-5.6641254,-2.111273,1.5077765
8,-9.040677,2.490988,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-7.153604,-0.032093406,-6.5681934,-1.8621743,1.4176574
9,-9.944745,2.7400868,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-8.212133,0.4338211,-7.4722614,-1.6130755,1.1565297
10,-10.848813,2.9891856,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-8.983516,0.8411202,-8.376329,-1.3639767,0.87230915
11,-11.752881,3.2382843,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-9.670537,1.2076696,-9.280397,-1.1148779,0.7786891
12,-12.656949,3.4873831,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-10.350621,1.5445813,-10.184465,-0.86577916,0.7589625
13,-13.561017,3.736482,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-11.048562,1.8525794,-11.088533,-0.6166804,0.7628789
14,-14.465085,3.9855807,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-11.776643,2.1323361,-11.992601,-0.3675816,0.77997786
15,-15.369153,4.2346797,-0.9640743593666148,0.26563250857500753,0.8740965861562491,-12.54195,2.3871179,-12.896669,-0.11848259,0.8066035
16,-16.27322,4.4837785,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-13.347202,2.6228986,-13.800736,0.13061619,0.839061
17,-17.177288,4.7328773,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-14.190864,2.8471954,-14.704804,0.37971497,0.8729682
18,-18.081356,4.981976,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-15.067898,3.0674312,-15.608872,0.62881374,0.9042637
19,-18.985424,5.231075,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-15.971083,3.2895682,-16.51294,0.8779125,0.930101
20,-19.889492,5.4801736,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-16.892412,3.517392,-17.417007,1.1270113,0.9490794
21,-20.79356,5.7292724,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-17.824224,3.752434,-18.321075,1.3761101,0.96099895
22,-21.697628,5.978371,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-18.760004,3.9943533,-19.225143,1.6252089,0.96654457
23,-22.601696,6.22747,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-19.69489,4.2415705,-20.129211,1.8743076,0.9670193
24,-23.505764,6.4765687,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-20.625898,4.491989,-21.03328,2.1234064,0.96409947
25,-24.409832,6.7256675,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-21.55184,4.7436237,-21.937347,2.3725052,0.95952463
26,-25.3139,6.9747663,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-22.472897,4.9950113,-22.841415,2.621604,0.95474666
27,-26.217968,7.223865,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-23.390026,5.2453604,-23.745483,2.8707027,0.9506846
28,-27.122036,7.472964,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-24.304382,5.4944806,-24.649551,3.1198015,0.9476857
29,-28.026104,7.7220626,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-25.216904,5.7425976,-25.55362,3.3689003,0.94565177
30,-28.930172,7.9711614,-0.9640743593666146,0.26563250857500803,0.8740965861562489,-26.128122,5.990135,-26.457687,3.617999,0.9442427
31,-29.83424,8.220261,-0.9640743593666148,0.26563250857500714,0.8740965861562491,-27.03818,6.2375417,-27.361755,3.8670983,0.9430874
32,-30.738308,8.469359,-0.9640743593666148,0.26563250857500714,0.8740965861562491,-27.946938,6.4851713,-28.265823,4.116197,0.9418927
33,-31.642376,8.718458,-0.9640743593666148,0.26563250857500714,0.8740965861562491,-28.854153,6.7332373,-29.169891,4.365296,0.94051903
34,-32.546444,8.967557,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-29.759605,6.981811,-30.07396,4.6143947,0.93895346
35,-33.450512,9.216656,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-30.663195,7.230855,-30.978027,4.8634934,0.93728137
36,-34.35458,9.4657545,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-31.56497,7.4802675,-31.882095,5.112592,0.93563104
37,-35.258648,9.714853,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-32.46512,7.7299223,-32.786163,5.361691,0.93412775
38,-36.162716,9.963952,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-33.363922,7.979699,-33.69023,5.61079,0.9328647
39,-37.066784,10.213051,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-34.26172,8.229502,-34.5943,5.8598886,0.93190134
40,-37.97085,10.46215,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-35.15885,8.479269,-35.498367,6.1089873,0.9312525
41,-38.87492,10.711248,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-36.05563,8.7289715,-36.402435,6.358086,0.93089324
42,-39.778988,10.960347,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-36.95232,8.978607,-37.306503,6.607185,0.93079084
43,-40.683056,11.209446,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-37.849125,9.228194,-38.21057,6.8562837,0.93088806
44,-41.587124,11.458545,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-38.746178,9.477766,-39.11464,7.1053824,0.93112284
45,-42.49119,11.7076435,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-39.643562,9.727358,-40.018707,7.354481,0.931448
46,-43.39526,11.956742,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-40.54131,9.977007,-40.922775,7.60358,0.9318124
47,-44.299328,12.205841,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-41.439415,10.226744,-41.826843,7.852679,0.9321814
48,-45.203396,12.45494,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-42.33785,10.47659,-42.73091,8.101778,0.9325268
49,-46.107464,12.704039,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-43.23657,10.726561,-43.63498,8.350876,0.9328357
50,-47.01153,12.953137,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-44.135517,10.97666,-44.539047,8.599976,0.9330907
51,-47.9156,13.202236,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-45.03465,11.226887,-45.443115,8.849073,0.9333014
52,-48.819668,13.451335,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-45.933914,11.477231,-46.347183,9.098173,0.9334614
53,-49.723736,13.700434,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-46.833282,11.727682,-47.25125,9.347271,0.93358934
54,-50.627804,13.9495325,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-47.732716,11.978226,-48.15532,9.596371,0.93367666
55,-51.53187,14.198631,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-48.6322,12.228847,-49.059387,9.8454685,0.9337451
56,-52.43594,14.44773,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-49.531715,12.479529,-49.963455,10.094568,0.93379486
57,-53.340008,14.696829,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-50.431263,12.730263,-50.867523,10.343666,0.93383783
58,-54.244076,14.945928,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-51.33083,12.981036,-51.77159,10.592766,0.9338669
59,-55.148144,15.195026,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-52.230423,13.23184,-52.67566,10.841864,0.93390083
60,-56.05221,15.444125,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-53.13004,13.482667,-53.579727,11.090963,0.9339291
61,-56.95628,15.693224,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-54.029682,13.733512,-54.483795,11.340061,0.93395966
62,-57.860348,15.942323,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-54.92935,13.984372,-55.387863,11.589161,0.93398947
63,-58.764416,16.191422,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-55.829044,14.235247,-56.29193,11.838259,0.93401533
64,-59.668484,16.440521,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-56.728764,14.486131,-57.196,12.087358,0.93404365
65,-60.57255,16.689621,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-57.628506,14.737025,-58.100067,12.336458,0.9340685
66,-61.47662,16.93872,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-58.52827,14.987927,-59.004135,12.585558,0.93409264
67,-62.380688,17.18782,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-59.42806,15.238837,-59.908203,12.834658,0.9341167
68,-63.284756,17.43692,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-60.327866,15.489755,-60.81227,13.083757,0.9341371
69,-64.18882,17.68602,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-61.227688,15.740678,-61.716335,13.332857,0.9341533
70,-65.09289,17.93512,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-62.127525,15.991608,-62.620403,13.581957,0.9341698
71,-65.996956,18.18422,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-63.027374,16.242542,-63.52447,13.831057,0.93418217
72,-66.901024,18.43332,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-63.92723,16.493479,-64.42854,14.080156,0.93419003
73,-67.80509,18.682419,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-64.8271,16.744417,-65.33261,14.329256,0.93420523
74,-68.70916,18.931519,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-65.72698,16.995358,-66.23668,14.578356,0.9342131
75,-69.61323,19.180618,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-66.62687,17.246298,-67.14075,14.8274555,0.93422043
76,-70.517296,19.429718,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-67.526764,17.49724,-68.044815,15.076555,0.9342283
77,-71.421364,19.678818,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-68.42667,17.748182,-68.94888,15.325655,0.93423563
78,-72.32543,19.927917,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-69.326584,17.999123,-69.85295,15.574755,0.9342498
79,-73.2295,20.177017,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-70.22651,18.250063,-70.75702,15.823854,0.93425715
80,-74.13357,20.426117,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-71.12644,18.501001,-71.66109,16.072954,0.93426406
81,-75.037636,20.675217,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-72.02639,18.75194,-72.565155,16.322054,0.9342787
82,-75.9417,20.924316,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-72.926346,19.002878,-73.46922,16.571154,0.93428606
83,-76.84577,21.173416,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-73.82631,19.253817,-74.37329,16.820253,0.9342934
84,-77.74984,21.422516,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-74.72628,19.504753,-75.27736,17.069353,0.93430024
85,-78.65391,21.671616,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-75.62627,19.755688,-76.18143,17.318453,0.9343144
86,-79.557976,21.920715,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-76.52626,20.006624,-77.085495,17.567553,0.9343223
87,-80.46204,22.169815,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-77.42626,20.257559,-77.98956,17.816652,0.93432915
88,-81.36611,22.418915,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-78.32626,20.508493,-78.89363,18.065752,0.93432915
89,-82.27018,22.668015,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-79.22628,20.759424,-79.7977,18.314852,0.9343428
90,-83.17425,22.917114,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-80.126305,21.010353,-80.70177,18.563951,0.9343496
91,-84.078316,23.166214,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-81.02634,21.261282,-81.605835,18.813051,0.934357
92,-84.98238,23.415314,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-81.92638,21.512209,-82.5099,19.062151,0.9343638
93,-85.88645,23.664413,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-82.82642,21.763136,-83.41397,19.31125,0.9343712
94,-86.79052,23.913513,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-83.72648,22.014061,-84.31804,19.56035,0.934378
95,-87.69459,24.162613,-0.9640743593666151,0.26563250857500614,0.8740965861562493,-84.62655,22.264982,-85.22211,19.80945,0.9343917
